,Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status,Race/Ethnicity_index,Sex_index,Department_index,Regular/Temporary_index,Employee Status_index
272,Hispanic or Latino,M,Police Department,30,55,R,A,3.0,0.0,2.0,0.0,0.0
273,Hispanic or Latino,M,Seattle Dept of Transportation,50,30,T,A,3.0,0.0,4.0,1.0,0.0
274,Hispanic or Latino,M,Seattle Public Library,62,46,R,A,3.0,0.0,6.0,0.0,0.0
275,Hispanic or Latino,M,Seattle City Light,51,69,R,A,3.0,0.0,1.0,0.0,0.0
276,Hispanic or Latino,M,Seattle Public Utilities,37,33,R,A,3.0,0.0,3.0,0.0,0.0
277,Hispanic or Latino,F,Parks & Recreation,53,19,T,A,3.0,1.0,0.0,1.0,0.0
278,Hispanic or Latino,M,Information Technology,67,62,R,A,3.0,0.0,8.0,0.0,0.0
279,Hispanic or Latino,M,Police Department,57,100,R,A,3.0,0.0,2.0,0.0,0.0
280,Hispanic or Latino,F,Seattle Dept of Transportation,28,61,T,A,3.0,1.0,4.0,1.0,0.0
281,Hispanic or Latino,M,Police Department,53,88,R,A,3.0,0.0,2.0,0.0,0.0
282,Hispanic or Latino,F,Seattle City Light,37,55,R,A,3.0,1.0,1.0,0.0,0.0
283,Hispanic or Latino,F,Human Services Department,31,51,R,A,3.0,1.0,7.0,0.0,0.0
284,Hispanic or Latino,M,Parks & Recreation,55,27,R,A,3.0,0.0,0.0,0.0,0.0
285,Hispanic or Latino,M,Parks & Recreation,42,35,R,A,3.0,0.0,0.0,0.0,0.0
286,Hispanic or Latino,M,Parks & Recreation,51,32,R,A,3.0,0.0,0.0,0.0,0.0
287,Hispanic or Latino,M,Information Technology,69,62,R,A,3.0,0.0,8.0,0.0,0.0
288,Hispanic or Latino,F,Seattle Public Utilities,58,38,R,A,3.0,1.0,3.0,0.0,0.0
289,Hispanic or Latino,M,Seattle City Light,61,61,R,A,3.0,0.0,1.0,0.0,0.0
290,Hispanic or Latino,M,Finance & Admin Services,52,43,R,A,3.0,0.0,10.0,0.0,0.0
291,Hispanic or Latino,F,Seattle Public Utilities,35,55,R,A,3.0,1.0,3.0,0.0,0.0
292,Hispanic or Latino,F,Parks & Recreation,34,25,T,A,3.0,1.0,0.0,1.0,0.0
293,Hispanic or Latino,M,Fire Department,36,49,R,A,3.0,0.0,5.0,0.0,0.0
294,Hispanic or Latino,M,Seattle Center,57,25,T,A,3.0,0.0,9.0,1.0,0.0
295,Hispanic or Latino,F,Office of Economic Development,30,39,T,A,3.0,1.0,20.0,1.0,0.0
296,Hispanic or Latino,M,Seattle Public Utilities,22,32,R,A,3.0,0.0,3.0,0.0,0.0
297,Hispanic or Latino,M,Seattle Dept of Transportation,38,30,T,A,3.0,0.0,4.0,1.0,0.0
298,Hispanic or Latino,M,Seattle Dept of Transportation,39,55,R,A,3.0,0.0,4.0,0.0,0.0
299,Hispanic or Latino,M,Seattle City Light,45,31,R,A,3.0,0.0,1.0,0.0,0.0
300,Hispanic or Latino,F,Seattle Center,55,38,R,A,3.0,1.0,9.0,0.0,0.0
301,Hispanic or Latino,F,Seattle Public Utilities,46,38,R,A,3.0,1.0,3.0,0.0,0.0
302,Hispanic or Latino,F,Information Technology,39,62,R,A,3.0,1.0,8.0,0.0,0.0
303,Hispanic or Latino,F,Legislative Department,53,65,R,A,3.0,1.0,17.0,0.0,0.0
304,Hispanic or Latino,F,Human Services Department,38,49,R,A,3.0,1.0,7.0,0.0,0.0
305,Hispanic or Latino,F,Office of Inspector General,43,71,R,A,3.0,1.0,29.0,0.0,0.0
306,Hispanic or Latino,F,Information Technology,55,75,R,A,3.0,1.0,8.0,0.0,0.0
307,Hispanic or Latino,M,Parks & Recreation,61,30,R,A,3.0,0.0,0.0,0.0,0.0
308,Hispanic or Latino,M,Seattle City Light,36,47,R,A,3.0,0.0,1.0,0.0,0.0
309,Hispanic or Latino,F,Parks & Recreation,26,21,T,A,3.0,1.0,0.0,1.0,0.0
310,Hispanic or Latino,F,Construction & Inspections,47,44,R,A,3.0,1.0,11.0,0.0,0.0
311,Hispanic or Latino,M,Fire Department,28,38,R,A,3.0,0.0,5.0,0.0,0.0
312,Hispanic or Latino,M,Seattle Dept of Transportation,40,35,R,A,3.0,0.0,4.0,0.0,0.0
313,Hispanic or Latino,F,Information Technology,35,57,R,A,3.0,1.0,8.0,0.0,0.0
314,Hispanic or Latino,F,Neighborhoods,45,33,R,A,3.0,1.0,18.0,0.0,0.0
315,Hispanic or Latino,F,Seattle Public Utilities,36,32,R,A,3.0,1.0,3.0,0.0,0.0
316,Hispanic or Latino,F,Seattle Center,64,29,R,A,3.0,1.0,9.0,0.0,0.0
317,Hispanic or Latino,F,Seattle Public Utilities,34,27,R,A,3.0,1.0,3.0,0.0,0.0
318,Hispanic or Latino,F,Legislative Department,52,68,R,A,3.0,1.0,17.0,0.0,0.0
319,Hispanic or Latino,F,Parks & Recreation,52,19,R,A,3.0,1.0,0.0,0.0,0.0
320,Hispanic or Latino,F,Police Department,27,47,R,A,3.0,1.0,2.0,0.0,0.0
321,Hispanic or Latino,M,Office of Labor Standards,27,42,R,A,3.0,0.0,28.0,0.0,0.0
322,Hispanic or Latino,M,Construction & Inspections,27,66,R,A,3.0,0.0,11.0,0.0,0.0
323,Hispanic or Latino,M,Seattle City Light,43,24,T,A,3.0,0.0,1.0,1.0,0.0
324,Hispanic or Latino,F,Parks & Recreation,20,19,T,A,3.0,1.0,0.0,1.0,0.0
325,Hispanic or Latino,M,Parks & Recreation,60,32,R,A,3.0,0.0,0.0,0.0,0.0
326,Hispanic or Latino,F,Police Department,25,36,R,A,3.0,1.0,2.0,0.0,0.0
327,Hispanic or Latino,F,Office of Labor Standards,51,61,R,A,3.0,1.0,28.0,0.0,0.0
328,Hispanic or Latino,M,Police Department,32,44,R,A,3.0,0.0,2.0,0.0,0.0
329,Hispanic or Latino,F,Parks & Recreation,52,46,R,A,3.0,1.0,0.0,0.0,0.0
330,Hispanic or Latino,M,Fire Department,34,41,R,A,3.0,0.0,5.0,0.0,0.0
331,Hispanic or Latino,M,Seattle City Light,27,31,R,A,3.0,0.0,1.0,0.0,0.0
332,Hispanic or Latino,M,Finance & Admin Services,33,34,R,A,3.0,0.0,10.0,0.0,0.0
333,Hispanic or Latino,M,Seattle City Light,48,45,R,A,3.0,0.0,1.0,0.0,0.0
334,Hispanic or Latino,M,Seattle City Light,52,63,R,A,3.0,0.0,1.0,0.0,0.0
335,Hispanic or Latino,M,Finance & Admin Services,44,43,R,A,3.0,0.0,10.0,0.0,0.0
336,Hispanic or Latino,F,Seattle Public Utilities,41,58,R,A,3.0,1.0,3.0,0.0,0.0
337,Hispanic or Latino,M,Seattle Dept of Transportation,45,32,R,A,3.0,0.0,4.0,0.0,0.0
338,Hispanic or Latino,M,Seattle Public Utilities,70,54,R,A,3.0,0.0,3.0,0.0,0.0
339,Hispanic or Latino,M,Parks & Recreation,24,22,T,A,3.0,0.0,0.0,1.0,0.0
340,Hispanic or Latino,M,Finance & Admin Services,65,53,R,A,3.0,0.0,10.0,0.0,0.0
341,Hispanic or Latino,M,Seattle Public Utilities,54,67,R,A,3.0,0.0,3.0,0.0,0.0
342,Hispanic or Latino,M,Seattle Dept of Transportation,38,66,R,A,3.0,0.0,4.0,0.0,0.0
343,Hispanic or Latino,M,Police Department,34,50,R,A,3.0,0.0,2.0,0.0,0.0
344,Hispanic or Latino,F,City Auditor,37,65,R,A,3.0,1.0,33.0,0.0,0.0
345,Hispanic or Latino,F,Seattle Public Utilities,61,64,R,A,3.0,1.0,3.0,0.0,0.0
346,Hispanic or Latino,M,Fire Department,32,36,R,A,3.0,0.0,5.0,0.0,0.0
347,Hispanic or Latino,F,Law Department,25,35,T,A,3.0,1.0,13.0,1.0,0.0
348,Hispanic or Latino,M,Seattle Public Utilities,48,39,R,A,3.0,0.0,3.0,0.0,0.0
349,Hispanic or Latino,M,Seattle Center,30,30,R,A,3.0,0.0,9.0,0.0,0.0
350,Hispanic or Latino,M,Seattle Dept of Transportation,43,51,R,A,3.0,0.0,4.0,0.0,0.0
351,Hispanic or Latino,M,Finance & Admin Services,32,31,R,A,3.0,0.0,10.0,0.0,0.0
352,Hispanic or Latino,M,Fire Department,61,53,R,A,3.0,0.0,5.0,0.0,0.0
353,Hispanic or Latino,F,Human Services Department,48,50,R,A,3.0,1.0,7.0,0.0,0.0
354,Hispanic or Latino,M,Seattle Public Utilities,33,38,R,A,3.0,0.0,3.0,0.0,0.0
355,Hispanic or Latino,M,Seattle Public Utilities,50,37,R,A,3.0,0.0,3.0,0.0,0.0
356,Hispanic or Latino,F,Seattle Public Utilities,66,87,R,A,3.0,1.0,3.0,0.0,0.0
357,Hispanic or Latino,M,Police Department,53,63,R,A,3.0,0.0,2.0,0.0,0.0
358,Hispanic or Latino,F,Parks & Recreation,31,24,T,A,3.0,1.0,0.0,1.0,0.0
359,Hispanic or Latino,F,Fire Department,55,58,R,A,3.0,1.0,5.0,0.0,0.0
360,Hispanic or Latino,M,Seattle Public Utilities,25,41,R,A,3.0,0.0,3.0,0.0,0.0
361,Hispanic or Latino,M,Seattle Dept of Transportation,34,19,T,A,3.0,0.0,4.0,1.0,0.0
362,Hispanic or Latino,M,Seattle Dept of Transportation,46,37,R,A,3.0,0.0,4.0,0.0,0.0
363,Hispanic or Latino,F,Parks & Recreation,19,19,T,A,3.0,1.0,0.0,1.0,0.0
364,Hispanic or Latino,F,Employees' Retirement System,42,58,R,A,3.0,1.0,27.0,0.0,0.0
365,Hispanic or Latino,M,Information Technology,23,49,R,A,3.0,0.0,8.0,0.0,0.0
366,Hispanic or Latino,F,Information Technology,38,57,R,A,3.0,1.0,8.0,0.0,0.0
367,Hispanic or Latino,F,Seattle Public Utilities,30,47,R,A,3.0,1.0,3.0,0.0,0.0
368,Hispanic or Latino,M,Police Department,56,60,R,A,3.0,0.0,2.0,0.0,0.0
369,Hispanic or Latino,F,Parks & Recreation,30,30,T,A,3.0,1.0,0.0,1.0,0.0
370,Hispanic or Latino,M,Seattle City Light,47,69,R,A,3.0,0.0,1.0,0.0,0.0
371,Hispanic or Latino,M,Seattle Public Utilities,37,38,T,A,3.0,0.0,3.0,1.0,0.0
372,Hispanic or Latino,F,Legislative Department,42,69,R,A,3.0,1.0,17.0,0.0,0.0
373,Hispanic or Latino,F,Human Services Department,20,17,T,A,3.0,1.0,7.0,1.0,0.0
374,Hispanic or Latino,F,Seattle Public Utilities,30,46,R,A,3.0,1.0,3.0,0.0,0.0
375,Hispanic or Latino,M,Fire Department,50,54,R,A,3.0,0.0,5.0,0.0,0.0
376,Hispanic or Latino,M,Seattle City Light,43,61,R,A,3.0,0.0,1.0,0.0,0.0
377,Hispanic or Latino,F,Parks & Recreation,31,21,T,A,3.0,1.0,0.0,1.0,0.0
378,Hispanic or Latino,F,Parks & Recreation,37,26,R,A,3.0,1.0,0.0,0.0,0.0
379,Hispanic or Latino,M,Information Technology,49,61,R,A,3.0,0.0,8.0,0.0,0.0
380,Hispanic or Latino,M,Seattle Center,39,36,T,A,3.0,0.0,9.0,1.0,0.0
381,Hispanic or Latino,F,Parks & Recreation,33,20,T,A,3.0,1.0,0.0,1.0,0.0
382,Hispanic or Latino,M,Seattle Public Utilities,36,58,R,A,3.0,0.0,3.0,0.0,0.0
383,Hispanic or Latino,F,Seattle Public Utilities,67,63,R,A,3.0,1.0,3.0,0.0,0.0
384,Hispanic or Latino,M,Police Department,49,45,R,A,3.0,0.0,2.0,0.0,0.0
385,Hispanic or Latino,F,Parks & Recreation,40,20,T,A,3.0,1.0,0.0,1.0,0.0
386,Hispanic or Latino,M,Police Department,46,60,R,A,3.0,0.0,2.0,0.0,0.0
387,Hispanic or Latino,F,Education & Early Learning,31,33,R,A,3.0,1.0,15.0,0.0,0.0
388,Hispanic or Latino,M,Fire Department,37,34,R,A,3.0,0.0,5.0,0.0,0.0
389,Hispanic or Latino,M,Human Services Department,16,17,T,A,3.0,0.0,7.0,1.0,0.0
390,Hispanic or Latino,M,Fire Department,23,34,R,A,3.0,0.0,5.0,0.0,0.0
391,Hispanic or Latino,M,Seattle City Light,51,42,R,A,3.0,0.0,1.0,0.0,0.0
392,Hispanic or Latino,M,Seattle City Light,42,66,R,A,3.0,0.0,1.0,0.0,0.0
393,Hispanic or Latino,M,Police Department,54,34,R,A,3.0,0.0,2.0,0.0,0.0
394,Hispanic or Latino,F,Office of Economic Development,34,49,R,A,3.0,1.0,20.0,0.0,0.0
395,Hispanic or Latino,M,Seattle Dept of Transportation,59,38,R,A,3.0,0.0,4.0,0.0,0.0
396,Hispanic or Latino,M,Seattle Dept of Transportation,61,30,R,A,3.0,0.0,4.0,0.0,0.0
397,Hispanic or Latino,M,Seattle City Light,24,55,R,A,3.0,0.0,1.0,0.0,0.0
398,Hispanic or Latino,M,Police Department,30,45,R,A,3.0,0.0,2.0,0.0,0.0
399,Hispanic or Latino,M,Fire Department,35,34,R,A,3.0,0.0,5.0,0.0,0.0
400,Hispanic or Latino,F,Parks & Recreation,22,18,T,A,3.0,1.0,0.0,1.0,0.0
401,Hispanic or Latino,F,Parks & Recreation,66,43,R,A,3.0,1.0,0.0,0.0,0.0
402,Hispanic or Latino,F,Seattle Public Utilities,49,55,R,A,3.0,1.0,3.0,0.0,0.0
403,Hispanic or Latino,F,Seattle City Light,51,60,R,A,3.0,1.0,1.0,0.0,0.0
404,Hispanic or Latino,F,Seattle Dept of Transportation,26,30,T,A,3.0,1.0,4.0,1.0,0.0
405,Hispanic or Latino,F,Municipal Court,44,50,R,A,3.0,1.0,12.0,0.0,0.0
406,Hispanic or Latino,M,Seattle Dept of Transportation,32,35,R,A,3.0,0.0,4.0,0.0,0.0
407,Hispanic or Latino,M,Seattle Dept of Transportation,43,35,R,A,3.0,0.0,4.0,0.0,0.0
408,Hispanic or Latino,M,Parks & Recreation,23,18,T,A,3.0,0.0,0.0,1.0,0.0
409,Hispanic or Latino,F,Seattle Public Utilities,50,49,R,A,3.0,1.0,3.0,0.0,0.0
410,Hispanic or Latino,M,Fire Department,39,48,R,A,3.0,0.0,5.0,0.0,0.0
411,Hispanic or Latino,F,Seattle Center,53,23,T,A,3.0,1.0,9.0,1.0,0.0
412,Hispanic or Latino,F,Police Department,36,53,R,A,3.0,1.0,2.0,0.0,0.0
413,Hispanic or Latino,M,Seattle Dept of Transportation,24,30,R,A,3.0,0.0,4.0,0.0,0.0
414,Hispanic or Latino,M,Fire Department,30,45,R,A,3.0,0.0,5.0,0.0,0.0
415,Hispanic or Latino,M,Seattle Dept of Transportation,49,61,T,A,3.0,0.0,4.0,1.0,0.0
416,Hispanic or Latino,F,Seattle Public Library,27,31,R,A,3.0,1.0,6.0,0.0,0.0
417,Hispanic or Latino,M,Police Department,50,86,R,A,3.0,0.0,2.0,0.0,0.0
418,Hispanic or Latino,M,Seattle Public Utilities,39,39,R,A,3.0,0.0,3.0,0.0,0.0
419,Hispanic or Latino,M,Seattle Public Utilities,25,30,R,A,3.0,0.0,3.0,0.0,0.0
420,Hispanic or Latino,M,Police Department,44,64,R,A,3.0,0.0,2.0,0.0,0.0
421,Hispanic or Latino,M,Fire Department,44,46,R,A,3.0,0.0,5.0,0.0,0.0
422,Hispanic or Latino,F,Arts & Culture,53,71,R,A,3.0,1.0,22.0,0.0,0.0
423,Hispanic or Latino,F,Human Services Department,44,39,R,A,3.0,1.0,7.0,0.0,0.0
424,Hispanic or Latino,F,Information Technology,30,44,R,A,3.0,1.0,8.0,0.0,0.0
425,Hispanic or Latino,M,Seattle City Light,39,42,R,A,3.0,0.0,1.0,0.0,0.0
426,Hispanic or Latino,M,Police Department,32,53,R,A,3.0,0.0,2.0,0.0,0.0
427,Hispanic or Latino,F,Seattle City Light,27,29,R,A,3.0,1.0,1.0,0.0,0.0
428,Hispanic or Latino,F,Information Technology,37,74,R,A,3.0,1.0,8.0,0.0,0.0
429,Hispanic or Latino,F,Seattle Public Library,43,37,R,A,3.0,1.0,6.0,0.0,0.0
430,Hispanic or Latino,F,Seattle Center,51,31,R,A,3.0,1.0,9.0,0.0,0.0
431,Hispanic or Latino,F,City Auditor,62,82,R,A,3.0,1.0,33.0,0.0,0.0
432,Hispanic or Latino,F,Education & Early Learning,34,31,R,A,3.0,1.0,15.0,0.0,0.0
433,Hispanic or Latino,F,Seattle Dept of Transportation,31,37,R,A,3.0,1.0,4.0,0.0,0.0
434,Hispanic or Latino,M,Seattle Center,47,35,R,A,3.0,0.0,9.0,0.0,0.0
435,Hispanic or Latino,F,Seattle Public Library,64,52,R,A,3.0,1.0,6.0,0.0,0.0
436,Hispanic or Latino,M,Seattle Public Library,23,25,R,A,3.0,0.0,6.0,0.0,0.0
437,Hispanic or Latino,M,Finance & Admin Services,43,41,R,A,3.0,0.0,10.0,0.0,0.0
438,Hispanic or Latino,M,Information Technology,51,61,R,A,3.0,0.0,8.0,0.0,0.0
439,Hispanic or Latino,M,Seattle Public Utilities,29,32,R,A,3.0,0.0,3.0,0.0,0.0
440,Hispanic or Latino,M,Fire Department,30,36,R,A,3.0,0.0,5.0,0.0,0.0
441,Hispanic or Latino,M,Seattle Dept of Transportation,27,30,R,A,3.0,0.0,4.0,0.0,0.0
442,Hispanic or Latino,M,Seattle Public Library,34,30,R,A,3.0,0.0,6.0,0.0,0.0
443,Hispanic or Latino,F,Finance & Admin Services,53,31,R,A,3.0,1.0,10.0,0.0,0.0
444,Hispanic or Latino,F,Seattle City Light,35,31,R,A,3.0,1.0,1.0,0.0,0.0
445,Hispanic or Latino,F,Information Technology,40,69,R,A,3.0,1.0,8.0,0.0,0.0
446,Hispanic or Latino,M,Human Services Department,26,23,T,A,3.0,0.0,7.0,1.0,0.0
447,Hispanic or Latino,M,Finance & Admin Services,52,67,R,A,3.0,0.0,10.0,0.0,0.0
448,Hispanic or Latino,F,Finance & Admin Services,59,34,R,A,3.0,1.0,10.0,0.0,0.0
449,Hispanic or Latino,M,Finance & Admin Services,35,41,R,A,3.0,0.0,10.0,0.0,0.0
450,Hispanic or Latino,M,Finance & Admin Services,49,82,R,A,3.0,0.0,10.0,0.0,0.0
451,Hispanic or Latino,M,Seattle Dept of Transportation,38,67,R,A,3.0,0.0,4.0,0.0,0.0
452,Hispanic or Latino,F,Finance & Admin Services,62,42,R,A,3.0,1.0,10.0,0.0,0.0
453,Hispanic or Latino,M,Municipal Court,51,41,R,A,3.0,0.0,12.0,0.0,0.0
454,Hispanic or Latino,M,Fire Department,53,51,R,A,3.0,0.0,5.0,0.0,0.0
455,Hispanic or Latino,M,Fire Department,52,55,R,A,3.0,0.0,5.0,0.0,0.0
456,Hispanic or Latino,M,Seattle Dept of Transportation,29,49,R,A,3.0,0.0,4.0,0.0,0.0
457,Hispanic or Latino,M,Police Department,50,60,R,A,3.0,0.0,2.0,0.0,0.0
458,Hispanic or Latino,M,Neighborhoods,32,48,R,A,3.0,0.0,18.0,0.0,0.0
459,Hispanic or Latino,M,Fire Department,54,51,R,A,3.0,0.0,5.0,0.0,0.0
460,Hispanic or Latino,F,Municipal Court,75,57,T,A,3.0,1.0,12.0,1.0,0.0
461,Hispanic or Latino,F,Seattle City Light,57,49,R,A,3.0,1.0,1.0,0.0,0.0
462,Hispanic or Latino,F,Seattle Public Library,34,34,R,A,3.0,1.0,6.0,0.0,0.0
463,Hispanic or Latino,M,Seattle City Light,67,32,R,A,3.0,0.0,1.0,0.0,0.0
464,Hispanic or Latino,M,Fire Department,39,45,R,A,3.0,0.0,5.0,0.0,0.0
465,Hispanic or Latino,M,Seattle Dept of Transportation,62,32,R,A,3.0,0.0,4.0,0.0,0.0
466,Hispanic or Latino,M,Seattle Dept of Transportation,59,56,R,A,3.0,0.0,4.0,0.0,0.0
467,Hispanic or Latino,M,Seattle Public Utilities,37,32,R,A,3.0,0.0,3.0,0.0,0.0
468,Hispanic or Latino,F,Seattle Dept of Human Resource,31,45,T,A,3.0,1.0,16.0,1.0,0.0
469,Hispanic or Latino,M,Parks & Recreation,20,18,T,A,3.0,0.0,0.0,1.0,0.0
470,Hispanic or Latino,M,Information Technology,52,56,R,A,3.0,0.0,8.0,0.0,0.0
471,Hispanic or Latino,M,Parks & Recreation,52,17,T,A,3.0,0.0,0.0,1.0,0.0
472,Hispanic or Latino,F,Police Department,34,64,R,A,3.0,1.0,2.0,0.0,0.0
473,Hispanic or Latino,M,Seattle Public Utilities,55,39,R,A,3.0,0.0,3.0,0.0,0.0
474,Hispanic or Latino,M,Parks & Recreation,43,50,R,A,3.0,0.0,0.0,0.0,0.0
475,Hispanic or Latino,M,Finance & Admin Services,61,24,R,A,3.0,0.0,10.0,0.0,0.0
476,Hispanic or Latino,F,Seattle Public Utilities,48,56,R,A,3.0,1.0,3.0,0.0,0.0
477,Hispanic or Latino,F,Seattle City Light,33,31,R,A,3.0,1.0,1.0,0.0,0.0
478,Hispanic or Latino,M,Seattle City Light,26,53,R,A,3.0,0.0,1.0,0.0,0.0
479,Hispanic or Latino,M,Police Department,37,54,R,A,3.0,0.0,2.0,0.0,0.0
480,Hispanic or Latino,M,Seattle Dept of Transportation,58,30,R,A,3.0,0.0,4.0,0.0,0.0
481,Hispanic or Latino,F,Off of Emergency Mngmnt Dept,40,56,R,A,3.0,1.0,30.0,0.0,0.0
482,Hispanic or Latino,M,Fire Department,56,62,R,A,3.0,0.0,5.0,0.0,0.0
483,Hispanic or Latino,F,Education & Early Learning,30,36,R,A,3.0,1.0,15.0,0.0,0.0
484,Hispanic or Latino,M,Human Services Department,21,17,T,A,3.0,0.0,7.0,1.0,0.0
485,Hispanic or Latino,F,Police Department,33,40,R,A,3.0,1.0,2.0,0.0,0.0
486,Hispanic or Latino,M,Parks & Recreation,63,30,R,A,3.0,0.0,0.0,0.0,0.0
487,Hispanic or Latino,M,Police Department,44,61,R,A,3.0,0.0,2.0,0.0,0.0
488,Hispanic or Latino,M,Office of Economic Development,27,49,R,A,3.0,0.0,20.0,0.0,0.0
489,Hispanic or Latino,M,Construction & Inspections,27,40,R,A,3.0,0.0,11.0,0.0,0.0
490,Hispanic or Latino,M,Information Technology,26,42,R,A,3.0,0.0,8.0,0.0,0.0
491,Hispanic or Latino,M,Police Department,28,50,R,A,3.0,0.0,2.0,0.0,0.0
492,Hispanic or Latino,M,Seattle Dept of Transportation,65,40,R,A,3.0,0.0,4.0,0.0,0.0
493,Hispanic or Latino,F,Seattle Dept of Human Resource,52,51,R,A,3.0,1.0,16.0,0.0,0.0
494,Hispanic or Latino,F,Human Services Department,16,17,T,A,3.0,1.0,7.0,1.0,0.0
495,Hispanic or Latino,F,Parks & Recreation,20,19,T,A,3.0,1.0,0.0,1.0,0.0
496,Hispanic or Latino,M,Parks & Recreation,54,29,R,A,3.0,0.0,0.0,0.0,0.0
497,Hispanic or Latino,F,Seattle Dept of Transportation,43,65,R,A,3.0,1.0,4.0,0.0,0.0
498,Hispanic or Latino,M,Seattle Public Library,39,35,R,A,3.0,0.0,6.0,0.0,0.0
499,Hispanic or Latino,F,Finance & Admin Services,40,61,R,A,3.0,1.0,10.0,0.0,0.0
500,Hispanic or Latino,M,Commnty Sfty and Comm Ctr Dept,33,32,R,A,3.0,0.0,14.0,0.0,0.0
501,Hispanic or Latino,M,Fire Department,53,63,R,A,3.0,0.0,5.0,0.0,0.0
502,Hispanic or Latino,M,Police Department,34,40,R,A,3.0,0.0,2.0,0.0,0.0
503,Hispanic or Latino,F,Seattle Public Library,39,39,R,A,3.0,1.0,6.0,0.0,0.0
504,Hispanic or Latino,M,Seattle Center,38,51,R,A,3.0,0.0,9.0,0.0,0.0
505,Hispanic or Latino,M,Parks & Recreation,46,34,R,A,3.0,0.0,0.0,0.0,0.0
506,Hispanic or Latino,F,Legislative Department,29,36,R,A,3.0,1.0,17.0,0.0,0.0
507,Hispanic or Latino,M,Seattle Dept of Transportation,41,67,R,A,3.0,0.0,4.0,0.0,0.0
508,Hispanic or Latino,F,Police Department,51,31,R,A,3.0,1.0,2.0,0.0,0.0
509,Hispanic or Latino,M,Seattle Public Utilities,53,55,R,A,3.0,0.0,3.0,0.0,0.0
510,Hispanic or Latino,M,Finance & Admin Services,39,63,R,A,3.0,0.0,10.0,0.0,0.0
511,Hispanic or Latino,F,Seattle Dept of Transportation,41,63,R,A,3.0,1.0,4.0,0.0,0.0
512,Hispanic or Latino,F,Planning & Comm Development,38,39,R,A,3.0,1.0,21.0,0.0,0.0
513,Hispanic or Latino,F,Office for Civil Rights,38,46,R,A,3.0,1.0,25.0,0.0,0.0
514,Hispanic or Latino,M,Fire Department,32,43,R,A,3.0,0.0,5.0,0.0,0.0
515,Hispanic or Latino,F,Finance & Admin Services,37,48,R,A,3.0,1.0,10.0,0.0,0.0
516,Hispanic or Latino,F,Seattle City Light,61,49,R,A,3.0,1.0,1.0,0.0,0.0
517,Hispanic or Latino,M,Seattle Public Utilities,38,41,R,A,3.0,0.0,3.0,0.0,0.0
518,Hispanic or Latino,M,Seattle Public Utilities,21,32,R,A,3.0,0.0,3.0,0.0,0.0
519,Hispanic or Latino,M,Seattle Dept of Transportation,28,30,R,A,3.0,0.0,4.0,0.0,0.0
520,Hispanic or Latino,M,Seattle Public Utilities,44,46,R,A,3.0,0.0,3.0,0.0,0.0
521,Hispanic or Latino,M,Parks & Recreation,55,29,R,A,3.0,0.0,0.0,0.0,0.0
522,Hispanic or Latino,M,Finance & Admin Services,50,69,R,A,3.0,0.0,10.0,0.0,0.0
523,Hispanic or Latino,M,Seattle City Light,32,65,R,A,3.0,0.0,1.0,0.0,0.0
524,Hispanic or Latino,M,Seattle Public Library,37,37,R,A,3.0,0.0,6.0,0.0,0.0
525,Hispanic or Latino,M,Seattle City Light,28,37,R,A,3.0,0.0,1.0,0.0,0.0
526,Hispanic or Latino,F,Seattle Dept of Human Resource,64,46,R,A,3.0,1.0,16.0,0.0,0.0
527,Hispanic or Latino,M,Finance & Admin Services,44,29,R,A,3.0,0.0,10.0,0.0,0.0
528,Hispanic or Latino,M,City Budget Office,35,58,R,A,3.0,0.0,23.0,0.0,0.0
529,Hispanic or Latino,M,Police Department,42,45,R,A,3.0,0.0,2.0,0.0,0.0
530,Hispanic or Latino,F,Seattle Public Utilities,67,47,T,A,3.0,1.0,3.0,1.0,0.0
531,Hispanic or Latino,M,Police Department,25,45,R,A,3.0,0.0,2.0,0.0,0.0
532,Hispanic or Latino,M,Seattle Public Library,48,28,R,A,3.0,0.0,6.0,0.0,0.0
533,Hispanic or Latino,M,Municipal Court,49,38,T,A,3.0,0.0,12.0,1.0,0.0
534,Hispanic or Latino,F,Seattle Dept of Human Resource,53,52,R,A,3.0,1.0,16.0,0.0,0.0
535,Hispanic or Latino,M,Seattle Dept of Transportation,28,30,T,A,3.0,0.0,4.0,1.0,0.0
536,Hispanic or Latino,M,Police Department,55,61,R,A,3.0,0.0,2.0,0.0,0.0
537,Hispanic or Latino,M,Police Department,28,38,R,A,3.0,0.0,2.0,0.0,0.0
538,Hispanic or Latino,M,Parks & Recreation,39,40,R,A,3.0,0.0,0.0,0.0,0.0
539,Hispanic or Latino,F,Parks & Recreation,24,18,T,A,3.0,1.0,0.0,1.0,0.0
540,Hispanic or Latino,M,Parks & Recreation,52,30,R,A,3.0,0.0,0.0,0.0,0.0
541,Hispanic or Latino,M,Parks & Recreation,25,20,T,A,3.0,0.0,0.0,1.0,0.0
542,Hispanic or Latino,M,Seattle City Light,40,61,R,A,3.0,0.0,1.0,0.0,0.0
543,Hispanic or Latino,M,Seattle Dept of Transportation,55,34,R,A,3.0,0.0,4.0,0.0,0.0
544,Hispanic or Latino,F,Parks & Recreation,26,18,T,A,3.0,1.0,0.0,1.0,0.0
545,Hispanic or Latino,M,Seattle Public Library,45,62,R,A,3.0,0.0,6.0,0.0,0.0
