Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Hispanic or Latino,M,Municipal Court,51,41.91,R,A
Hispanic or Latino,M,Fire Department,53,51.7,R,A
Hispanic or Latino,M,Fire Department,52,55.15,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,29,49.4,R,A
Hispanic or Latino,M,Police Department,50,60.58,R,A
Hispanic or Latino,M,Neighborhoods,32,48.48,R,A
Hispanic or Latino,M,Fire Department,54,51.7,R,A
Hispanic or Latino,F,Municipal Court,75,57.49,T,A
Hispanic or Latino,F,Seattle City Light,57,49.77,R,A
Hispanic or Latino,F,Seattle Public Library,34,34.82,R,A
Hispanic or Latino,M,Seattle City Light,67,32.85,R,A
Hispanic or Latino,M,Fire Department,39,45.23,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,62,32.21,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,59,56.52,R,A
Hispanic or Latino,M,Seattle Public Utilities,37,32.49,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,31,45.75,T,A
Hispanic or Latino,M,Parks & Recreation,20,18.56,T,A
Hispanic or Latino,M,Information Technology,52,56.129,R,A
Hispanic or Latino,M,Parks & Recreation,52,17.27,T,A
Hispanic or Latino,F,Police Department,34,64.2418,R,A
Hispanic or Latino,M,Seattle Public Utilities,55,39.47,R,A
Hispanic or Latino,M,Parks & Recreation,43,50.12,R,A
Hispanic or Latino,M,Finance & Admin Services,61,24.92,R,A
Hispanic or Latino,F,Seattle Public Utilities,48,56.027,R,A
Hispanic or Latino,F,Seattle City Light,33,31.35,R,A
Hispanic or Latino,M,Seattle City Light,26,53.83,R,A
Hispanic or Latino,M,Police Department,37,54.29,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,58,30.09,R,A
Hispanic or Latino,F,Off of Emergency Mngmnt Dept,40,56.9861,R,A
Hispanic or Latino,M,Fire Department,56,62.23,R,A
Hispanic or Latino,F,Education & Early Learning,30,36.47,R,A
Hispanic or Latino,M,Human Services Department,21,17.27,T,A
Hispanic or Latino,F,Police Department,33,40.84,R,A
Hispanic or Latino,M,Parks & Recreation,63,30.09,R,A
Hispanic or Latino,M,Police Department,44,61.36,R,A
Hispanic or Latino,M,Office of Economic Development,27,49.35,R,A
Hispanic or Latino,M,Construction & Inspections,27,40.66,R,A
Hispanic or Latino,M,Information Technology,26,42.57,R,A
Hispanic or Latino,M,Police Department,28,50.03,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,65,40.86,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,52,51.39,R,A
Hispanic or Latino,F,Human Services Department,16,17.27,T,A
Hispanic or Latino,F,Parks & Recreation,20,19.51,T,A
Hispanic or Latino,M,Parks & Recreation,54,29.03,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,43,65.816,R,A
Hispanic or Latino,M,Seattle Public Library,39,35.26,R,A
Hispanic or Latino,F,Finance & Admin Services,40,61.162,R,A
Hispanic or Latino,M,Commnty Sfty and Comm Ctr Dept,33,32.47,R,A
Hispanic or Latino,M,Fire Department,53,63.467,R,A
Hispanic or Latino,M,Police Department,34,40.06,R,A
Hispanic or Latino,F,Seattle Public Library,39,39.89,R,A
Hispanic or Latino,M,Seattle Center,38,51.7,R,A
Hispanic or Latino,M,Parks & Recreation,46,34.08,R,A
Hispanic or Latino,F,Legislative Department,29,36.8774,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,41,67.49,R,A
Hispanic or Latino,F,Police Department,51,31.35,R,A
Hispanic or Latino,M,Seattle Public Utilities,53,55.44,R,A
Hispanic or Latino,M,Finance & Admin Services,39,63.32,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,41,63.32,R,A
Hispanic or Latino,F,Planning & Comm Development,38,39.28,R,A
Hispanic or Latino,F,Office for Civil Rights,38,46.68,R,A
Hispanic or Latino,M,Fire Department,32,43.98,R,A
Hispanic or Latino,F,Finance & Admin Services,37,48.753,R,A
Hispanic or Latino,F,Seattle City Light,61,49.49,R,A
Hispanic or Latino,M,Seattle Public Utilities,38,41.63,R,A
Hispanic or Latino,M,Seattle Public Utilities,21,32.49,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,28,30.59,R,A
Hispanic or Latino,M,Seattle Public Utilities,44,46.68,R,A
Hispanic or Latino,M,Parks & Recreation,55,29.03,R,A
Hispanic or Latino,M,Finance & Admin Services,50,69.597,R,A
Hispanic or Latino,M,Seattle City Light,32,65.98,R,A
Hispanic or Latino,M,Seattle Public Library,37,37.37,R,A
Hispanic or Latino,M,Seattle City Light,28,37.3,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,64,46.68,R,A
Hispanic or Latino,M,Finance & Admin Services,44,29.28,R,A
Hispanic or Latino,M,City Budget Office,35,58.03,R,A
Hispanic or Latino,M,Police Department,42,45.96,R,A
Hispanic or Latino,F,Seattle Public Utilities,67,47.34,T,A
Hispanic or Latino,M,Police Department,25,45.96,R,A
Hispanic or Latino,M,Seattle Public Library,48,28.29,R,A
Hispanic or Latino,M,Municipal Court,49,38.58,T,A
Hispanic or Latino,F,Seattle Dept of Human Resource,53,52.41,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,28,30.09,T,A
Hispanic or Latino,M,Police Department,55,61.36,R,A
Hispanic or Latino,M,Police Department,28,38.04,R,A
Hispanic or Latino,M,Parks & Recreation,39,40.86,R,A
Hispanic or Latino,F,Parks & Recreation,24,18.56,T,A
Hispanic or Latino,M,Parks & Recreation,52,30.09,R,A
Hispanic or Latino,M,Parks & Recreation,25,20.75,T,A
Hispanic or Latino,M,Seattle City Light,40,61.02,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,55,34.05,R,A
Hispanic or Latino,F,Parks & Recreation,26,18.56,T,A
Hispanic or Latino,M,Seattle Public Library,45,62.69,R,A
Hispanic or Latino,M,Parks & Recreation,50,18.56,T,A
Hispanic or Latino,M,Fire Department,37,50.23,R,A
Hispanic or Latino,F,Seattle Public Library,30,43.04,R,A
Hispanic or Latino,M,Municipal Court,42,34.3,R,A
Hispanic or Latino,M,Fire Department,52,55.03,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,21,30.09,T,A
Hispanic or Latino,M,Information Technology,54,64.032,R,A
Hispanic or Latino,M,Police Department,41,63.68,R,A
Hispanic or Latino,M,Seattle Public Library,27,28.5,R,A
Hispanic or Latino,F,Fire Department,26,26.99,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,63,30.09,T,A
Hispanic or Latino,F,Police Department,49,59.01,R,A
Hispanic or Latino,M,Seattle Public Utilities,36,50.38,R,A
Hispanic or Latino,F,Finance & Admin Services,20,23.14,R,A
Hispanic or Latino,F,Commnty Sfty and Comm Ctr Dept,24,33.61,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,42,51.32,R,A
Hispanic or Latino,F,Office of Labor Standards,43,57.5,R,A
Hispanic or Latino,M,Seattle City Light,41,23.14,R,A
Hispanic or Latino,M,Seattle Public Library,42,24.67,R,A
Hispanic or Latino,M,Fire Department,38,53.15,R,A
Hispanic or Latino,M,Police Department,52,59.53,R,A
Hispanic or Latino,M,Seattle City Light,55,57.38,R,A
Hispanic or Latino,M,Parks & Recreation,17,21.05,T,A
Hispanic or Latino,M,Fire Department,51,74.84,R,A
Hispanic or Latino,M,Seattle City Light,57,65.17,R,A
Hispanic or Latino,M,Police Department,42,57.17,R,A
Hispanic or Latino,M,Seattle City Light,61,69.6,R,A
Hispanic or Latino,F,Seattle Center,46,25.58,T,A
Hispanic or Latino,M,Seattle Center,75,36.05,T,A
Hispanic or Latino,M,Seattle Public Utilities,64,37.32,R,A
Hispanic or Latino,M,Seattle Public Utilities,51,42.38,R,A
Hispanic or Latino,M,Police Department,34,54.29,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,36,56.52,R,A
Hispanic or Latino,M,Fire Department,48,52.94,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,62,54.34,R,A
Hispanic or Latino,F,Parks & Recreation,62,33.78,R,A
Hispanic or Latino,F,Off of Emergency Mngmnt Dept,39,46.8,R,A
Hispanic or Latino,M,Municipal Court,61,29.03,R,A
Hispanic or Latino,F,Education & Early Learning,50,47.57,R,A
Hispanic or Latino,M,Fire Department,61,72.97,R,A
Hispanic or Latino,M,Fire Department,46,58.79,R,A
Hispanic or Latino,F,Seattle Public Utilities,51,30.09,R,A
Hispanic or Latino,M,Parks & Recreation,48,27.19,R,A
Hispanic or Latino,M,Legislative Department,28,31.1303,R,A
Hispanic or Latino,M,Seattle Public Utilities,22,24.92,T,A
Hispanic or Latino,M,Fire Department,25,51.07,R,A
Hispanic or Latino,F,Office of Housing,42,53.041,R,A
Hispanic or Latino,M,Parks & Recreation,39,41.83,R,A
Hispanic or Latino,M,Fire Department,48,54.19,R,A
Hispanic or Latino,M,Parks & Recreation,24,25.58,T,A
Hispanic or Latino,M,Seattle City Light,34,61.86,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,24,24.92,T,A
Hispanic or Latino,M,Finance & Admin Services,35,36.74,R,A
Hispanic or Latino,M,Police Department,38,44.01,R,A
Hispanic or Latino,F,Seattle Public Library,18,17.27,R,A
Hispanic or Latino,M,Education & Early Learning,37,75.81,R,A
Hispanic or Latino,F,Neighborhoods,39,41.66,T,A
Hispanic or Latino,M,Fire Department,48,50.86,R,A
Hispanic or Latino,M,Fire Department,39,48.15,R,A
Hispanic or Latino,F,Seattle Public Library,30,21.89,R,A
Hispanic or Latino,F,Municipal Court,48,31.35,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,71,31.35,R,A
Hispanic or Latino,M,Fire Department,43,51.07,R,A
Hispanic or Latino,M,Fire Department,28,34.81,R,A
Hispanic or Latino,M,Police Department,34,54.29,R,A
Hispanic or Latino,M,Seattle Public Utilities,35,47.66,R,A
Hispanic or Latino,M,Police Department,42,57.44,R,A
Hispanic or Latino,M,Information Technology,49,53.807,R,A
Hispanic or Latino,M,Parks & Recreation,64,30.09,R,A
Hispanic or Latino,F,Finance & Admin Services,59,66.282,R,A
Hispanic or Latino,M,Parks & Recreation,44,33.33,R,A
Hispanic or Latino,F,Police Department,29,53.5,R,P
Hispanic or Latino,M,Seattle Center,52,36.05,T,A
Hispanic or Latino,M,Police Department,34,53.5,R,A
Hispanic or Latino,M,Seattle City Light,37,34.35,R,A
Hispanic or Latino,M,Police Department,50,69.71,R,A
Hispanic or Latino,F,Seattle City Light,48,31.35,R,A
Hispanic or Latino,M,Seattle City Light,51,51.32,R,A
Hispanic or Latino,M,Parks & Recreation,47,18.56,T,A
Hispanic or Latino,F,Municipal Court,29,32.91,R,A
Hispanic or Latino,M,Police Department,65,70.92,R,L
Hispanic or Latino,M,Seattle Public Library,59,49.35,R,A
Hispanic or Latino,M,Fire Department,58,54.61,R,A
Hispanic or Latino,M,Seattle City Light,31,34.15,R,A
Hispanic or Latino,M,Parks & Recreation,55,48.25,R,A
Hispanic or Latino,F,Seattle City Light,20,19.09,T,A
Hispanic or Latino,M,Police Department,31,56.12,R,A
Hispanic or Latino,M,Parks & Recreation,58,25.46,T,A
Hispanic or Latino,F,Parks & Recreation,51,44.95,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,37,57.87,R,A
Hispanic or Latino,F,Parks & Recreation,38,18.91,T,A
Hispanic or Latino,M,Parks & Recreation,70,25.58,T,A
Hispanic or Latino,F,Legislative Department,44,57.55,R,A
Hispanic or Latino,M,Fire Department,40,43.98,R,A
Hispanic or Latino,F,Seattle Public Utilities,55,31.35,R,A
Hispanic or Latino,M,Education & Early Learning,35,50.909,R,A
Hispanic or Latino,F,Construction & Inspections,54,46.51,R,A
Hispanic or Latino,M,Finance & Admin Services,47,24.92,R,A
Hispanic or Latino,M,Parks & Recreation,20,19.51,T,A
Hispanic or Latino,M,Fire Department,42,46.9,R,A
Hispanic or Latino,F,Seattle Public Utilities,47,28,T,A
Hispanic or Latino,M,Police Department,46,54.29,R,A
Hispanic or Latino,M,Seattle City Light,47,61.86,R,A
Hispanic or Latino,M,Employees' Retirement System,35,31.7,R,A
Hispanic or Latino,F,Law Department,53,39.28,R,A
Hispanic or Latino,M,Seattle City Light,47,66.676,R,A
Hispanic or Latino,M,Police Department,44,31.35,R,A
Hispanic or Latino,M,Fire Department,43,64.57,R,A
Hispanic or Latino,F,Seattle Public Utilities,28,23.4,T,A
Hispanic or Latino,M,Seattle Public Library,29,33.56,R,A
Hispanic or Latino,M,Municipal Court,33,36,R,A
Hispanic or Latino,M,Police Department,42,56.39,R,A
Hispanic or Latino,F,Municipal Court,29,32.91,R,A
Hispanic or Latino,F,Parks & Recreation,24,19.64,T,A
Hispanic or Latino,M,Parks & Recreation,30,24.82,T,A
Hispanic or Latino,F,Seattle Public Library,27,41.82,R,A
Hispanic or Latino,M,Seattle Public Utilities,38,49.4,R,A
Hispanic or Latino,M,Seattle Center,58,27.19,R,A
Hispanic or Latino,M,Fire Department,46,46.9,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,42,34.05,R,A
Hispanic or Latino,F,Neighborhoods,42,51.39,R,A
Hispanic or Latino,M,Finance & Admin Services,44,43.04,R,A
Hispanic or Latino,F,Police Department,26,47.69,R,A
Hispanic or Latino,F,Human Services Department,60,37.84,R,A
Hispanic or Latino,M,Parks & Recreation,45,42.57,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,38,32.85,R,A
Hispanic or Latino,M,Parks & Recreation,22,19.51,T,A
Hispanic or Latino,M,Seattle City Light,25,32.17,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,40,30.09,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,53,34.94,R,A
Hispanic or Latino,F,Construction & Inspections,41,32.52,R,A
Hispanic or Latino,F,Human Services Department,20,17.27,T,A
Hispanic or Latino,M,Parks & Recreation,43,26.24,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,53,72.75,R,A
Hispanic or Latino,F,Information Technology,61,40.86,R,A
Hispanic or Latino,F,Office of Inspector General,57,96.4629,R,A
Hispanic or Latino,F,Seattle City Light,36,53.83,R,A
Hispanic or Latino,M,Sustainability & Environment,38,58.935,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,41,57.55,R,A
Hispanic or Latino,M,Police Department,29,50.03,R,A
Hispanic or Latino,F,Parks & Recreation,34,18.91,T,A
Hispanic or Latino,F,Finance & Admin Services,35,47.34,R,A
Hispanic or Latino,F,Police Department,24,28.9,R,A
Hispanic or Latino,M,Parks & Recreation,45,34.08,R,A
Hispanic or Latino,F,Seattle City Light,30,41.66,R,A
Hispanic or Latino,M,Police Department,31,55.07,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,30,23.4,T,A
Hispanic or Latino,M,Parks & Recreation,59,30.09,R,A
Hispanic or Latino,F,Information Technology,26,54.814,R,A
Hispanic or Latino,M,Seattle Public Utilities,48,47.96,R,A
Hispanic or Latino,M,Seattle City Light,51,61.86,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,50,34.08,R,A
Hispanic or Latino,F,Seattle Public Library,32,31.68,R,L
Hispanic or Latino,M,Police Department,25,40.06,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,28,43.34,R,A
Hispanic or Latino,M,Fire Department,32,36.9,R,A
Hispanic or Latino,F,Seattle Public Utilities,50,51.264,R,A
Hispanic or Latino,F,Construction & Inspections,38,44.95,R,A
Hispanic or Latino,M,Seattle City Light,54,40.31,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,27,57.5,T,A
Hispanic or Latino,M,Seattle Dept of Transportation,56,34.05,R,A
Hispanic or Latino,M,Fire Department,30,34.81,R,A
Hispanic or Latino,M,Finance & Admin Services,33,44.95,R,A
Hispanic or Latino,F,Municipal Court,63,35.74,R,A
Hispanic or Latino,M,Finance & Admin Services,44,31.7,R,A
Hispanic or Latino,M,Police Department,38,53.5,R,A
Hispanic or Latino,M,Seattle Public Utilities,47,47.96,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,42,57.87,R,A
Hispanic or Latino,F,Seattle Center,65,25.58,T,A
Hispanic or Latino,F,Finance & Admin Services,36,30.5,R,A
Hispanic or Latino,F,Parks & Recreation,59,18.56,T,A
Hispanic or Latino,F,Finance & Admin Services,50,67.898,R,A
Hispanic or Latino,F,Police Department,60,64.21,R,A
Hispanic or Latino,M,Seattle City Light,48,61.86,R,A
Hispanic or Latino,M,Seattle Center,40,41.85,R,A
Hispanic or Latino,M,Seattle Public Utilities,48,72.75,R,A
Hispanic or Latino,M,Parks & Recreation,21,19.64,T,A
Hispanic or Latino,F,Parks & Recreation,20,19.64,T,A
Hispanic or Latino,M,Human Services Department,39,42.57,R,A
Hispanic or Latino,F,Seattle Public Utilities,57,55.44,R,A
Hispanic or Latino,F,Fire Department,33,34.81,R,A
Hispanic or Latino,M,Construction & Inspections,50,54.24,R,A
Hispanic or Latino,F,Police Department,44,57.55,R,A
Hispanic or Latino,F,Parks & Recreation,44,56.327,R,A
Hispanic or Latino,F,Seattle City Light,73,31.35,R,A
Hispanic or Latino,F,Seattle City Light,74,34.6,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,54,38.57,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,34,34.08,R,A
Hispanic or Latino,M,Education & Early Learning,34,50.909,R,A
Hispanic or Latino,F,Parks & Recreation,36,18.56,T,A
Hispanic or Latino,M,Police Department,36,45.96,R,A
Hispanic or Latino,M,Seattle Public Library,59,45.41,R,A
Hispanic or Latino,F,Seattle City Light,51,71.0568,R,A
Hispanic or Latino,M,Fire Department,33,36.9,R,A
Hispanic or Latino,F,Finance & Admin Services,51,55.302,R,A
Hispanic or Latino,F,Seattle Dept of Human Resource,29,54.648,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,49,49.4,R,A
Hispanic or Latino,F,Seattle Public Utilities,55,31.35,R,A
Hispanic or Latino,M,Seattle Public Utilities,50,62.91,R,A
Hispanic or Latino,F,Seattle Public Utilities,63,31.35,R,A
Hispanic or Latino,M,Human Services Department,24,17.27,T,A
Hispanic or Latino,M,Seattle City Light,34,61.86,R,A
Hispanic or Latino,F,Seattle Public Utilities,31,53.45,R,A
Hispanic or Latino,M,Seattle City Light,66,38.95,R,A
Hispanic or Latino,M,Police Department,26,33.44,R,A
Hispanic or Latino,F,Parks & Recreation,20,19.51,T,A
Hispanic or Latino,F,Seattle Dept of Transportation,54,46.68,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,49,63.32,R,A
Hispanic or Latino,M,Seattle Public Utilities,30,32.49,R,A
Hispanic or Latino,F,Fire Department,33,34.81,R,A
Hispanic or Latino,M,Police Department,32,53.5,R,A
Hispanic or Latino,M,Seattle Public Utilities,50,85.305,R,A
Hispanic or Latino,F,Human Services Department,49,39.28,R,A
Hispanic or Latino,F,Police Department,36,55.6,R,A
Hispanic or Latino,F,Neighborhoods,48,50.117,R,A
Hispanic or Latino,F,Seattle Public Library,42,28.5,R,A
Hispanic or Latino,M,Parks & Recreation,54,30.09,R,A
Hispanic or Latino,F,Fire Department,27,34.81,R,A
Hispanic or Latino,F,Parks & Recreation,39,19.64,T,A
Hispanic or Latino,F,Finance & Admin Services,45,40.86,R,A
Hispanic or Latino,M,Seattle City Light,34,71.166,R,A
Hispanic or Latino,M,Seattle City Light,41,47.62,R,A
Hispanic or Latino,F,Seattle Public Utilities,42,40.86,R,A
Hispanic or Latino,M,Police Department,53,57.44,R,A
Hispanic or Latino,F,Law Department,35,67.954,R,A
Hispanic or Latino,M,Police Department,30,54.29,R,A
Hispanic or Latino,M,Seattle Public Utilities,40,38,R,A
Hispanic or Latino,M,Education & Early Learning,52,39.28,R,A
Hispanic or Latino,M,Office of Economic Development,31,37.84,T,A
Hispanic or Latino,F,Seattle Public Utilities,59,70.355,R,A
Hispanic or Latino,M,Fire Department,45,47.74,R,A
Hispanic or Latino,M,Seattle City Light,38,32.85,R,A
Hispanic or Latino,M,Seattle City Light,55,58.71,R,A
Hispanic or Latino,M,Parks & Recreation,52,57.791,R,A
Hispanic or Latino,F,Seattle Center,56,26.99,R,A
Hispanic or Latino,M,Seattle Center,53,36.05,T,A
Hispanic or Latino,F,Seattle Dept of Transportation,48,70.63,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,41,87.7,R,A
Hispanic or Latino,M,Finance & Admin Services,48,24.11,R,A
Hispanic or Latino,F,Fire Department,59,104.07,R,A
Hispanic or Latino,F,Education & Early Learning,53,35.79,R,A
Hispanic or Latino,M,Information Technology,51,76.697,R,A
Hispanic or Latino,F,Human Services Department,38,30.09,R,A
Hispanic or Latino,M,Seattle Dept of Transportation,54,67.49,R,A
Hispanic or Latino,F,Municipal Court,37,41.91,R,A
Hispanic or Latino,M,Seattle City Light,57,46.43,R,A
Hispanic or Latino,M,Seattle Center,50,44.95,R,A
Hispanic or Latino,M,Fire Department,28,36.9,R,A
Hispanic or Latino,M,Seattle Public Utilities,37,41.68,R,A
Hispanic or Latino,F,Seattle Dept of Transportation,21,19.09,T,A
Hispanic or Latino,F,Fire Department,36,43.15,R,A
Hispanic or Latino,M,Seattle City Light,55,107.6095,R,A
Hispanic or Latino,M,Police Department,60,62.68,R,A
Hispanic or Latino,F,Parks & Recreation,28,19.29,T,A
Hispanic or Latino,M,Parks & Recreation,23,19.51,T,A
Hispanic or Latino,M,Seattle Public Library,66,47.64,R,A
Hispanic or Latino,M,Police Department,51,54.29,R,P
Hispanic or Latino,M,Police Department,28,42.96,R,A
Hispanic or Latino,F,Employees' Retirement System,57,57.534,R,A
